"date","loc","Temp_0m_degC","Temp_0p1m_degC","Temp_0p5m_degC","Temp_1m_degC","Temp_1p5m_degC","Temp_1p9m_degC","Temp_2m_degC","Temp_2p5m_degC","Temp_3m_degC","Temp_3p5m_degC","Temp_4m_degC","Temp_4p5m_degC","Temp_5m_degC","Temp_5p5m_degC","Temp_6m_degC","Temp_6p5m_degC","Temp_7m_degC","Temp_7p5m_degC","Temp_8m_degC","Temp_8p3m_degC","Temp_8p5m_degC","Temp_8p7m_degC","Temp_9m_degC","Temp_9p17m_degC","Temp_9p5m_degC","Temp_10m_degC","Temp_10p5m_degC","Temp_11m_degC","Temp_11p5m_degC","Temp_12m_degC","Temp_12p5m_degC","Temp_13m_degC","Temp_13p5m_degC","Temp_14m_degC","Temp_14p5m_degC","Temp_15m_degC","Temp_15p5m_degC","Temp_16m_degC","Temp_16p5m_degC","Temp_17m_degC","Temp_17p5m_degC","Temp_18m_degC","Temp_18p5m_degC","Temp_19m_degC","Temp_19p2m_degC","Temp_19p5m_degC","Temp_20m_degC","Temp_20p5m_degC","Temp_21m_degC","Temp_21p5m_degC","Temp_21p9m_degC","Temp_22m_degC","Temp_22p5m_degC","Temp_23m_degC","Temp_23p5m_degC","Temp_24m_degC","Temp_24p5m_degC","Temp_25m_degC","Temp_25p5m_degC","Temp_26m_degC","Temp_26p5m_degC","Temp_27m_degC","Temp_27p5m_degC","Temp_28m_degC","Temp_28p5m_degC","Temp_29m_degC","Temp_29p5m_degC","Temp_30m_degC","Temp_31m_degC","Temp_32m_degC","Temp_33m_degC","datasource"
2009-09-23,"buoy",NA,NA,17.7748611111111,17.5710416666667,17.5677083333333,NA,17.5096527777778,17.5120833333333,17.700625,NA,17.6352777777778,NA,17.4575694444444,NA,NA,NA,17.340625,NA,17.321875,NA,NA,NA,17.2202083333333,NA,NA,16.8901388888889,NA,14.4664583333333,NA,NA,NA,12.1347916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-09-24,"buoy",NA,NA,18.0227083333333,17.8409027777778,17.855625,NA,17.784375,17.8122916666667,18.0007638888889,NA,17.9754166666667,NA,NA,NA,17.8293055555556,NA,17.7214583333333,NA,17.6296527777778,NA,NA,NA,17.4159722222222,NA,NA,16.7508333333333,NA,15.3541666666667,NA,NA,NA,12.7278472222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-09-25,"buoy",NA,NA,17.6090277777778,NA,17.4625,NA,17.3796527777778,17.4118055555556,17.6149305555556,NA,17.6106944444444,NA,NA,NA,NA,NA,17.5295138888889,NA,NA,NA,NA,NA,17.3149305555556,NA,NA,NA,NA,16.1019444444444,NA,NA,NA,13.0649305555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-09-26,"buoy",NA,NA,17.3404166666667,17.1440972222222,17.2447222222222,NA,17.0948611111111,17.1038888888889,17.2920833333333,NA,17.2539583333333,NA,NA,NA,NA,NA,17.2275,NA,17.2072916666667,NA,NA,NA,17.0984027777778,NA,NA,16.9029166666667,NA,16.1838888888889,NA,NA,NA,12.6984027777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-09-27,"buoy",NA,NA,16.9536805555556,16.7856944444444,16.8397222222222,NA,16.7200694444444,16.7517361111111,16.9595833333333,NA,16.940625,NA,NA,NA,NA,NA,16.9588888888889,NA,16.9225694444444,NA,NA,NA,16.8743055555556,NA,NA,16.7897222222222,NA,16.538125,NA,NA,NA,13.2828472222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-09-28,"buoy",NA,NA,17.0072916666667,16.833125,16.8934722222222,NA,16.7567361111111,16.776875,16.9790972222222,NA,16.9397222222222,NA,NA,NA,16.9127083333333,NA,16.8972222222222,NA,16.859375,NA,NA,NA,16.8046527777778,NA,NA,16.6920833333333,NA,15.8628472222222,NA,NA,NA,13.2633333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-09-29,"buoy",NA,NA,16.8881944444444,16.7192361111111,16.7652777777778,NA,16.6385416666667,16.6690972222222,16.8720833333333,NA,NA,NA,NA,NA,16.8206944444444,NA,16.8161111111111,NA,16.7721527777778,NA,NA,NA,16.7322222222222,NA,NA,16.6439583333333,NA,15.7980555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-09-30,"buoy",NA,NA,16.6195833333333,16.4463888888889,16.4954861111111,NA,16.3815972222222,16.4204166666667,16.6311805555556,NA,16.6106944444444,NA,NA,NA,NA,NA,16.6178472222222,NA,16.5752777777778,NA,NA,NA,16.5483333333333,NA,NA,16.470625,NA,15.41625,NA,NA,NA,13.1090972222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-01,"buoy",NA,NA,16.1024305555556,15.9279861111111,15.9793055555556,NA,15.8573611111111,15.888125,16.1115972222222,NA,16.0784722222222,NA,NA,NA,16.0825,NA,16.0820833333333,NA,16.035,NA,NA,NA,16.0102083333333,NA,NA,15.9090972222222,NA,15.5149305555556,NA,NA,NA,13.6777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-03,"buoy",NA,NA,15.3986111111111,NA,15.2597222222222,NA,15.144375,15.1852083333333,15.4007638888889,NA,15.3465277777778,NA,NA,NA,NA,NA,15.3852777777778,NA,15.3436111111111,NA,NA,NA,15.3365277777778,NA,NA,15.2917361111111,NA,15.3498611111111,NA,NA,NA,15.249375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-04,"buoy",NA,NA,15.4854861111111,15.269375,15.2794444444444,NA,15.1322222222222,15.1367361111111,15.3429861111111,NA,15.3104861111111,NA,NA,NA,15.2829861111111,NA,15.2767361111111,NA,15.2405555555556,NA,NA,NA,15.2172222222222,NA,NA,15.1654166666667,NA,15.1782638888889,NA,NA,NA,15.0692361111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-05,"210",NA,NA,15.1,15.3,NA,NA,15.3,NA,15.4,NA,15.4,NA,15.5,NA,15.5,NA,15.5,NA,15.5,NA,NA,NA,15.5,NA,NA,15.5,NA,15.5,NA,13.9,NA,12.6,NA,11.6,NA,11.1,NA,10.8,NA,10.3,NA,10,NA,9.8,NA,NA,9.6,NA,9.3,NA,NA,9.2,NA,9.1,NA,9,NA,8.8,NA,8.8,NA,8.7,NA,8.6,NA,8.6,NA,8.5,NA,NA,NA,"LMP do temp 2015"
2009-10-05,"buoy",NA,NA,15.2105555555556,15.0561111111111,15.0847916666667,NA,14.964375,15.0053472222222,15.2238194444444,NA,15.2639583333333,NA,NA,NA,15.1914583333333,NA,15.1861805555556,NA,15.1344444444444,NA,NA,NA,15.1186805555556,NA,NA,15.0559722222222,NA,15.0706944444444,NA,NA,NA,14.8658333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-06,"buoy",NA,NA,15.0315277777778,14.8661111111111,14.8975,NA,14.77125,14.8269444444444,15.0415277777778,NA,15.1432638888889,NA,NA,NA,14.9901388888889,NA,14.9877777777778,NA,14.9427083333333,NA,NA,NA,14.929375,NA,NA,14.8713888888889,NA,14.8866666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-07,"buoy",NA,NA,14.885625,14.6988888888889,14.7339583333333,NA,14.6027083333333,14.6572222222222,14.8766666666667,NA,15.0072222222222,NA,NA,NA,14.8407638888889,NA,14.8407638888889,NA,14.7955555555556,NA,NA,NA,14.7829861111111,NA,NA,14.7345138888889,NA,14.7116666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-08,"buoy",NA,NA,14.4168055555556,14.2353472222222,14.2795833333333,NA,14.1645833333333,14.1999305555556,14.4184027777778,NA,14.4635416666667,NA,NA,NA,14.3917361111111,NA,14.3865972222222,NA,14.3346527777778,NA,NA,NA,14.3227777777778,NA,NA,14.2442361111111,NA,14.3046527777778,NA,NA,NA,14.1051388888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-09,"buoy",NA,NA,14.2102083333333,NA,14.0670138888889,NA,13.9590972222222,14.0036805555556,14.2186111111111,NA,14.2534722222222,NA,NA,NA,14.198125,NA,14.1963888888889,NA,14.1488194444444,NA,NA,NA,14.1539583333333,NA,NA,NA,NA,14.221875,NA,NA,NA,14.1845833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-10,"buoy",NA,NA,14.0552083333333,13.8886111111111,13.9156944444444,NA,13.8014583333333,13.844375,14.058125,NA,14.0974305555556,NA,NA,NA,NA,NA,14.0410416666667,NA,NA,NA,NA,NA,13.9952777777778,NA,NA,NA,NA,14.0265277777778,NA,NA,NA,14.0149305555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-11,"buoy",NA,NA,13.69125,13.5208333333333,13.5534722222222,NA,13.4309722222222,13.4768055555556,13.6840277777778,NA,13.7122222222222,NA,NA,NA,13.6647222222222,NA,13.661875,NA,13.6100694444444,NA,NA,NA,13.6061805555556,NA,NA,NA,NA,13.6130555555556,NA,NA,NA,13.6295833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-12,"buoy",NA,NA,13.4039583333333,13.2386111111111,13.2696527777778,NA,13.1333333333333,13.1789583333333,13.3588888888889,NA,13.4254166666667,NA,NA,NA,13.344375,NA,13.3344444444444,NA,13.2736805555556,NA,NA,NA,13.2571527777778,NA,NA,13.1863194444444,NA,13.2470833333333,NA,NA,NA,13.2639583333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-13,"buoy",NA,NA,13.0727083333333,12.9019444444444,12.9355555555556,NA,12.8252083333333,12.8543055555556,13.0768055555556,NA,13.1075694444444,NA,NA,NA,NA,NA,13.0549305555556,NA,13.0011805555556,NA,NA,NA,12.99625,NA,NA,12.92625,NA,13.0290277777778,NA,NA,NA,13.0638888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-14,"buoy",NA,NA,12.6727777777778,12.5039583333333,12.5394444444444,NA,12.4143055555556,12.4649305555556,12.7327777777778,NA,12.6977083333333,NA,NA,NA,NA,NA,12.6565972222222,NA,12.5993055555556,NA,NA,NA,12.5834027777778,NA,NA,12.5966666666667,NA,12.5929861111111,NA,NA,NA,12.6297222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-15,"buoy",NA,NA,12.293125,12.1243055555556,12.1617361111111,NA,12.0327777777778,12.0861111111111,12.3300694444444,NA,12.3147916666667,NA,NA,NA,12.2792361111111,NA,12.2772222222222,NA,12.2215277777778,NA,NA,NA,12.1929166666667,NA,NA,12.2171527777778,NA,12.2392361111111,NA,NA,NA,12.2849305555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-16,"buoy",NA,NA,11.8976388888889,11.7271527777778,11.7703472222222,NA,11.6429166666667,11.6877083333333,11.9359027777778,NA,11.9228472222222,NA,NA,NA,11.8932638888889,NA,11.8893055555556,NA,11.8406944444444,NA,NA,NA,11.7377777777778,NA,NA,11.8346527777778,NA,11.8665277777778,NA,NA,NA,11.9196527777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-17,"buoy",NA,NA,11.6097222222222,11.4440277777778,11.4784722222222,NA,11.3420833333333,11.3891666666667,11.63875,NA,11.6197222222222,NA,11.5861111111111,NA,11.5827777777778,NA,11.5852777777778,NA,11.5290277777778,NA,NA,NA,11.503125,NA,NA,11.4904861111111,NA,11.5207638888889,NA,NA,NA,11.578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-18,"buoy",NA,NA,11.2902777777778,11.1100694444444,11.1520833333333,NA,11.0263194444444,11.0715277777778,11.3213888888889,NA,11.3079166666667,NA,NA,NA,11.2844444444444,NA,11.2911805555556,NA,11.23625,NA,NA,NA,11.3535416666667,NA,NA,11.2254861111111,NA,11.2620138888889,NA,NA,NA,11.3172222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-19,"buoy",NA,NA,11.0695833333333,10.9018055555556,10.9385416666667,NA,10.8073611111111,10.8525694444444,11.0829861111111,NA,11.0561111111111,NA,NA,NA,NA,NA,11.0115972222222,NA,10.9463888888889,NA,NA,NA,11.0383333333333,NA,NA,10.9034722222222,NA,10.9226388888889,NA,NA,NA,10.9697222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-20,"buoy",NA,NA,10.9609722222222,10.7775694444444,10.8223611111111,NA,10.6861111111111,10.7338888888889,10.96875,NA,10.9402777777778,NA,NA,NA,10.8898611111111,NA,10.8855555555556,NA,10.8225694444444,NA,NA,NA,10.8913888888889,NA,NA,10.7836111111111,NA,10.8127777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-21,"buoy",NA,NA,11.1221527777778,10.9457638888889,10.9564583333333,NA,10.8097916666667,10.8256944444444,11.0346527777778,NA,10.9654861111111,NA,NA,NA,NA,NA,10.8347916666667,NA,10.759375,NA,NA,NA,10.830625,NA,NA,10.7319444444444,NA,10.7583333333333,NA,NA,NA,10.8086111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-22,"buoy",NA,NA,11.2026388888889,11.0221527777778,11.0500694444444,NA,10.9135416666667,10.9542361111111,11.1784027777778,NA,11.1121527777778,NA,NA,NA,NA,NA,10.8854861111111,NA,10.8054166666667,NA,NA,NA,10.8607638888889,NA,NA,NA,NA,10.775625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-23,"buoy",NA,NA,10.8352777777778,10.6740972222222,10.7021527777778,NA,10.5676388888889,10.6157638888889,10.8613888888889,NA,10.8397916666667,NA,10.8115277777778,NA,NA,NA,10.8027083333333,NA,10.7341666666667,NA,NA,NA,10.790625,NA,NA,10.6879166666667,NA,10.7136111111111,NA,NA,NA,10.7680555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-24,"buoy",NA,NA,10.5671527777778,10.4111111111111,10.4194444444444,NA,10.291875,10.3444444444444,10.5938194444444,NA,10.5790972222222,NA,NA,NA,NA,NA,10.5638888888889,NA,10.5017361111111,NA,NA,NA,10.5613194444444,NA,NA,10.5015972222222,NA,10.5252083333333,NA,NA,NA,10.6884722222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-25,"buoy",NA,NA,10.5202083333333,10.3659027777778,10.3679861111111,NA,10.2454861111111,10.29375,10.5314583333333,NA,10.5084722222222,NA,NA,NA,NA,NA,10.4772916666667,NA,NA,NA,NA,NA,10.4515972222222,NA,NA,10.4068055555556,NA,10.4077083333333,NA,NA,NA,10.5209027777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-26,"buoy",NA,NA,10.4709722222222,10.2996527777778,10.3135416666667,NA,10.1834722222222,10.2254861111111,10.4652777777778,NA,10.4507638888889,NA,10.4252083333333,NA,NA,NA,10.4195138888889,NA,10.3552083333333,NA,NA,NA,10.389375,NA,NA,10.3415277777778,NA,10.3329166666667,NA,NA,NA,10.4340972222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-27,"buoy",NA,NA,10.3399305555556,10.1602777777778,10.1833333333333,NA,10.0411111111111,10.099375,10.3368055555556,NA,10.3300694444444,NA,NA,NA,10.2784722222222,NA,10.3075694444444,NA,10.2580555555556,NA,NA,NA,10.2728472222222,NA,NA,10.2507638888889,NA,10.2663888888889,NA,NA,NA,10.3229861111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-28,"buoy",NA,NA,10.1505555555556,9.976875,9.99888888888889,NA,9.86611111111111,9.91604166666667,10.1820833333333,NA,10.1479166666667,NA,NA,NA,10.16625,NA,10.1389583333333,NA,10.085,NA,NA,NA,10.1240277777778,NA,NA,10.0738194444444,NA,10.0897916666667,NA,NA,NA,10.1469444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-29,"buoy",NA,NA,10.2230555555556,10.0170138888889,10.0079166666667,NA,9.83756944444444,9.855,10.1008333333333,NA,10.0492361111111,NA,10.0079861111111,NA,10.030625,NA,10.0043055555556,NA,9.93951388888889,NA,NA,NA,10.0207638888889,NA,NA,9.90993055555556,NA,9.93284722222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-30,"buoy",NA,NA,10.0803472222222,9.90423611111111,9.92048611111111,NA,9.78305555555556,9.82486111111111,NA,NA,10.053125,NA,10.0153472222222,NA,10.0453472222222,NA,10.006875,NA,9.93770833333333,NA,NA,NA,10.0154166666667,NA,NA,9.89618055555556,NA,9.90840277777778,NA,NA,NA,9.97694444444445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-10-31,"buoy",NA,NA,10.1166666666667,9.93958333333333,9.95180555555556,NA,9.81888888888889,9.86090277777778,10.1231944444444,NA,10.0807638888889,NA,NA,NA,10.0838194444444,NA,10.0540277777778,NA,9.98291666666667,NA,NA,NA,10.0436805555556,NA,NA,9.95770833333333,NA,9.97291666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-11-01,"buoy",NA,NA,10.1538194444444,9.98333333333333,10.0011111111111,NA,NA,9.90777777777778,NA,NA,10.1395138888889,NA,NA,NA,NA,NA,10.1217361111111,NA,10.0540277777778,NA,NA,NA,10.0943055555556,NA,NA,NA,NA,10.0410416666667,NA,NA,NA,10.0938888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-11-02,"buoy",NA,NA,10.0717361111111,9.90395833333333,9.92736111111111,NA,9.78548611111111,9.82090277777778,10.0890277777778,NA,10.0525,NA,10.0255555555556,NA,NA,NA,10.0420138888889,NA,9.96361111111111,NA,NA,NA,10.0353472222222,NA,NA,9.95159722222222,NA,9.96354166666667,NA,NA,NA,10.0315972222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-11-03,"buoy",NA,NA,9.96576388888889,9.79729166666667,9.80791666666667,NA,9.66527777777778,9.70666666666667,9.9575,NA,9.91368055555556,NA,9.88229166666667,NA,9.90875,NA,9.89298611111111,NA,9.81569444444444,NA,NA,NA,9.90305555555556,NA,NA,NA,NA,9.82368055555555,NA,NA,NA,9.91375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-11-04,"buoy",NA,NA,9.76416666666667,9.59798611111111,9.61694444444444,NA,9.485625,9.53826388888889,9.79020833333333,NA,9.75805555555556,NA,9.75006944444444,NA,9.76145833333333,NA,9.73763888888889,NA,9.66152777777778,NA,NA,NA,9.72604166666667,NA,NA,9.64291666666667,NA,9.64888888888889,NA,NA,NA,9.78458333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
2009-11-05,"buoy",NA,NA,9.59729166666667,9.43756944444444,9.45347222222222,NA,9.31611111111111,9.37770833333333,9.63729166666667,NA,9.60395833333333,NA,9.58583333333333,NA,9.60527777777778,NA,9.58791666666667,NA,9.5225,NA,NA,NA,9.58909722222222,NA,NA,9.52097222222222,NA,9.53513888888889,NA,NA,NA,9.61465277777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1 buoy data"
